Node Number	X Location (m)	Y Location (m)	Z Location (m)	
603	-1.8775e-003	8.2179e-003	0.	
604	-2.0053e-003	8.2499e-003	0.	
605	-2.1313e-003	8.2127e-003	0.	
606	-2.2207e-003	8.1174e-003	0.	
607	-2.2498e-003	7.99e-003	0.	
608	-2.2106e-003	7.8653e-003	0.	
609	-2.1138e-003	7.7774e-003	0.	
610	-1.9861e-003	7.7504e-003	0.	
611	-1.8618e-003	7.7917e-003	0.	
612	-1.7755e-003	7.89e-003	0.	
613	-7.5e-004	8.e-003	0.	
614	-7.844e-004	8.1266e-003	0.	
615	-8.7747e-004	8.2179e-003	0.	
616	-1.0051e-003	8.2499e-003	0.	
617	-1.1311e-003	8.2129e-003	0.	
618	-1.2205e-003	8.1178e-003	0.	
