Node Number	X Location (m)	Y Location (m)	Z Location (m)	
480	-2.8461e-004	-1.3733e-003	0.	
481	-2.11e-004	1.6634e-003	0.	
482	-3.203e-004	1.6846e-003	0.	
483	-3.0688e-004	1.7496e-003	0.	
484	-2.749e-004	1.6238e-003	0.	
485	6.6162e-004	-1.786e-003	0.	
486	6.5556e-004	-1.6738e-003	0.	
487	7.4208e-004	-1.6874e-003	0.	
488	6.3261e-004	-1.7407e-003	0.	
489	-3.4116e-004	-1.7832e-003	0.	
490	-3.069e-004	-1.6764e-003	0.	
491	-2.4333e-004	-1.691e-003	0.	
492	-3.6599e-004	-1.717e-003	0.	
493	6.6244e-004	1.2291e-003	0.	
494	7.5838e-004	1.3344e-003	0.	
495	6.7661e-004	1.3658e-003	0.	
496	6.3489e-004	1.2964e-003	0.	
497	-3.3364e-004	1.2144e-003	0.	
498	-3.0702e-004	1.3231e-003	0.	
499	-2.4176e-004	1.3079e-003	0.	
500	-3.7183e-004	1.2782e-003	0.	
501	-9.1982e-004	2.3652e-003	0.	
502	-8.6167e-004	2.3911e-003	0.	
503	3.5526e-004	-1.6521e-003	0.	
504	2.2226e-004	-1.6739e-003	0.	
505	3.3049e-004	-1.7415e-003	0.	
506	2.7897e-004	-1.618e-003	0.	
507	-7.9842e-004	-1.6757e-003	0.	
508	-6.7575e-004	-1.6904e-003	0.	
509	-6.8947e-004	-1.7552e-003	0.	
510	-7.2487e-004	-1.6181e-003	0.	
511	2.1515e-004	1.3407e-003	0.	
512	3.2648e-004	1.3206e-003	0.	
513	3.1221e-004	1.2516e-003	0.	
514	2.7583e-004	1.3852e-003	0.	
515	-7.9589e-004	1.3273e-003	0.	
516	-6.7422e-004	1.3095e-003	0.	
517	-6.8932e-004	1.2426e-003	0.	
518	-7.227e-004	1.381e-003	0.	
519	3.2852e-004	-1.3153e-003	0.	
520	3.4071e-004	-1.151e-003	0.	
521	2.5774e-004	-1.299e-003	0.	
522	3.8428e-004	-1.2831e-003	0.	
523	-6.7085e-004	-1.3164e-003	0.	
524	-6.5906e-004	-1.1513e-003	0.	
525	-7.386e-004	-1.3008e-003	0.	
526	-6.0623e-004	-1.2759e-003	0.	
527	3.3398e-004	1.6802e-003	0.	
528	3.4172e-004	1.8541e-003	0.	
529	2.6267e-004	1.6983e-003	0.	
530	4.1597e-004	1.7137e-003	0.	
531	-6.7296e-004	1.6844e-003	0.	
532	-6.5631e-004	1.8478e-003	0.	
533	-7.3813e-004	1.6988e-003	0.	
534	-6.0647e-004	1.7186e-003	0.	
535	-3.2684e-004	2.2999e-003	0.	
536	-1.6845e-004	2.3138e-003	0.	
537	-3.107e-004	2.2385e-003	0.	
538	-2.9953e-004	2.3623e-003	0.	
539	1.674e-004	-2.3109e-003	0.	
540	3.1341e-004	-2.2283e-003	0.	
541	3.486e-004	-2.3271e-003	0.	
542	2.7067e-004	-2.417e-003	0.	
543	7.8067e-004	6.5406e-004	0.	
544	6.7648e-004	6.9022e-004	0.	
545	6.9373e-004	7.5217e-004	0.	
546	7.0699e-004	6.2292e-004	0.	
547	-3.5223e-004	6.6457e-004	0.	
548	-2.2054e-004	6.477e-004	0.	
549	-3.1876e-004	7.4248e-004	0.	
550	-2.7692e-004	5.9475e-004	0.	
551	7.8909e-004	-3.4234e-004	0.	
552	6.8437e-004	-3.1725e-004	0.	
553	6.9587e-004	-2.529e-004	0.	
